UpdateId,CountryId,CountryName,CountryCode,Province,City,Latitude,Longitude,ConfirmedCases,ActiveCases,Deaths,Recovered,DateTime,CountriesCountryId,ChangeInActiveCases
6211,52,United Kingdom,GB,,,49.37,-2.36,459,431,9,19,12/03/2020,NULL,134
6212,52,United Kingdom,GB,,,49.37,-2.36,802,773,10,19,13/03/2020,NULL,342
6213,52,United Kingdom,GB,,,49.37,-2.36,1144,1097,28,19,14/03/2020,NULL,324
6214,52,United Kingdom,GB,,,49.37,-2.36,1145,1083,43,19,15/03/2020,NULL,330
6215,52,United Kingdom,GB,,,49.37,-2.36,1551,1464,66,21,16/03/2020,NULL,381
6216,52,United Kingdom,GB,,,49.37,-2.36,1960,1825,82,53,17/03/2020,NULL,361
6217,52,United Kingdom,GB,,,49.37,-2.36,2642,2459,116,67,18/03/2020,NULL,634
6218,52,United Kingdom,GB,,,49.37,-2.36,2716,2490,159,67,19/03/2020,NULL,31
6219,52,United Kingdom,GB,,,49.37,-2.36,4014,3752,195,67,20/03/2020,NULL,1262
6220,52,United Kingdom,GB,,,49.37,-2.36,5067,4749,251,67,21/03/2020,NULL,997
6221,52,United Kingdom,GB,,,49.37,-2.36,5745,5392,286,67,22/03/2020,NULL,643
6222,52,United Kingdom,GB,,,49.37,-2.36,6726,6299,360,67,23/03/2020,NULL,907
6223,52,United Kingdom,GB,,,49.37,-2.36,8164,7515,509,140,24/03/2020,NULL,1216
6224,52,United Kingdom,GB,,,49.37,-2.36,9640,8805,695,140,25/03/2020,NULL,1290
6225,52,United Kingdom,GB,,,49.37,-2.36,11812,10783,879,150,26/03/2020,NULL,1978
6226,52,United Kingdom,GB,,,49.37,-2.36,14745,13431,1163,151,27/03/2020,NULL,2648
6227,52,United Kingdom,GB,,,49.37,-2.36,17312,15704,1457,151,28/03/2020,NULL,2273
6228,52,United Kingdom,GB,,,49.37,-2.36,19780,17957,1672,151,29/03/2020,NULL,2253
6229,52,United Kingdom,GB,,,49.37,-2.36,22453,20236,2046,171,30/03/2020,NULL,2279
6230,52,United Kingdom,GB,,,49.37,-2.36,25481,22873,2429,179,31/03/2020,NULL,2637
6231,52,United Kingdom,GB,,,49.37,-2.36,29865,26586,3100,179,01/04/2020,NULL,3713
6232,52,United Kingdom,GB,,,49.37,-2.36,34173,30229,3752,192,02/04/2020,NULL,3643
6233,52,United Kingdom,GB,,,49.37,-2.36,38689,34014,4467,208,03/04/2020,NULL,3785
6234,52,United Kingdom,GB,,,49.37,-2.36,42477,37034,5228,215,04/04/2020,NULL,3020
6235,52,United Kingdom,GB,,,49.37,-2.36,48436,42333,5874,229,05/04/2020,NULL,5299
6236,52,United Kingdom,GB,,,49.37,-2.36,52279,45547,6445,287,06/04/2020,NULL,3214
6237,52,United Kingdom,GB,,,49.37,-2.36,55949,48141,7483,325,07/04/2020,NULL,2594
6238,52,United Kingdom,GB,,,49.37,-2.36,61474,52610,8519,345,08/04/2020,NULL,4469
6239,52,United Kingdom,GB,,,49.37,-2.36,65872,55890,9623,359,09/04/2020,NULL,3280
6240,52,United Kingdom,GB,,,49.37,-2.36,74605,63241,10776,588,10/04/2020,NULL,7351
6241,52,United Kingdom,GB,,,49.37,-2.36,79874,67636,11616,622,11/04/2020,NULL,4395
