UpdateId,CountryId,CountryName,CountryCode,Province,City,Latitude,Longitude,ConfirmedCases,ActiveCases,Deaths,Recovered,DateTime,CountriesCountryId,ChangeInActiveCases,ChangeInDeaths
27442,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,20/02/2020,NULL,0,0
27443,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,21/02/2020,NULL,0,0
27444,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,22/02/2020,NULL,0,0
27445,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,23/02/2020,NULL,0,0
27446,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,24/02/2020,NULL,0,0
27447,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,25/02/2020,NULL,0,0
27448,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,26/02/2020,NULL,0,0
27449,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,27/02/2020,NULL,0,0
27450,237,Ireland,IE,,,53.41,-8.24,0,0,0,0,28/02/2020,NULL,0,0
27451,237,Ireland,IE,,,53.41,-8.24,1,1,0,0,29/02/2020,NULL,1,0
27452,237,Ireland,IE,,,53.41,-8.24,1,1,0,0,01/03/2020,NULL,0,0
27453,237,Ireland,IE,,,53.41,-8.24,1,1,0,0,02/03/2020,NULL,0,0
27454,237,Ireland,IE,,,53.41,-8.24,2,2,0,0,03/03/2020,NULL,1,0
27455,237,Ireland,IE,,,53.41,-8.24,6,6,0,0,04/03/2020,NULL,4,0
27456,237,Ireland,IE,,,53.41,-8.24,6,6,0,0,05/03/2020,NULL,0,0
27457,237,Ireland,IE,,,53.41,-8.24,18,18,0,0,06/03/2020,NULL,12,0
27458,237,Ireland,IE,,,53.41,-8.24,18,18,0,0,07/03/2020,NULL,0,0
27459,237,Ireland,IE,,,53.41,-8.24,19,19,0,0,08/03/2020,NULL,1,0
27460,237,Ireland,IE,,,53.41,-8.24,21,21,0,0,09/03/2020,NULL,2,0
27461,237,Ireland,IE,,,53.41,-8.24,34,34,0,0,10/03/2020,NULL,13,0
27462,237,Ireland,IE,,,53.41,-8.24,43,42,1,0,11/03/2020,NULL,8,1
27463,237,Ireland,IE,,,53.41,-8.24,43,42,1,0,12/03/2020,NULL,0,0
27464,237,Ireland,IE,,,53.41,-8.24,90,89,1,0,13/03/2020,NULL,47,0
27465,237,Ireland,IE,,,53.41,-8.24,129,127,2,0,14/03/2020,NULL,38,1
27466,237,Ireland,IE,,,53.41,-8.24,129,127,2,0,15/03/2020,NULL,0,0
27467,237,Ireland,IE,,,53.41,-8.24,169,167,2,0,16/03/2020,NULL,40,0
27468,237,Ireland,IE,,,53.41,-8.24,223,216,2,5,17/03/2020,NULL,49,0
27469,237,Ireland,IE,,,53.41,-8.24,292,285,2,5,18/03/2020,NULL,69,0
27470,237,Ireland,IE,,,53.41,-8.24,557,549,3,5,19/03/2020,NULL,264,1
27471,237,Ireland,IE,,,53.41,-8.24,683,675,3,5,20/03/2020,NULL,126,0
27472,237,Ireland,IE,,,53.41,-8.24,785,777,3,5,21/03/2020,NULL,102,0
27473,237,Ireland,IE,,,53.41,-8.24,906,897,4,5,22/03/2020,NULL,120,1
27474,237,Ireland,IE,,,53.41,-8.24,1125,1114,6,5,23/03/2020,NULL,217,2
27475,237,Ireland,IE,,,53.41,-8.24,1329,1317,7,5,24/03/2020,NULL,203,1
27476,237,Ireland,IE,,,53.41,-8.24,1564,1550,9,5,25/03/2020,NULL,233,2
27477,237,Ireland,IE,,,53.41,-8.24,1819,1795,19,5,26/03/2020,NULL,245,10
27478,237,Ireland,IE,,,53.41,-8.24,2121,2094,22,5,27/03/2020,NULL,299,3
27479,237,Ireland,IE,,,53.41,-8.24,2415,2374,36,5,28/03/2020,NULL,280,14
27480,237,Ireland,IE,,,53.41,-8.24,2615,2564,46,5,29/03/2020,NULL,190,10
27481,237,Ireland,IE,,,53.41,-8.24,2910,2851,54,5,30/03/2020,NULL,287,8
27482,237,Ireland,IE,,,53.41,-8.24,3235,3159,71,5,31/03/2020,NULL,308,17
27483,237,Ireland,IE,,,53.41,-8.24,3447,3357,85,5,01/04/2020,NULL,198,14
27484,237,Ireland,IE,,,53.41,-8.24,3849,3746,98,5,02/04/2020,NULL,389,13
27485,237,Ireland,IE,,,53.41,-8.24,4273,4148,120,5,03/04/2020,NULL,402,22
27486,237,Ireland,IE,,,53.41,-8.24,4604,4442,137,25,04/04/2020,NULL,294,17
27487,237,Ireland,IE,,,53.41,-8.24,4994,4811,158,25,05/04/2020,NULL,369,21
27488,237,Ireland,IE,,,53.41,-8.24,5364,5165,174,25,06/04/2020,NULL,354,16
27489,237,Ireland,IE,,,53.41,-8.24,5709,5474,210,25,07/04/2020,NULL,309,36
27490,237,Ireland,IE,,,53.41,-8.24,6074,5814,235,25,08/04/2020,NULL,340,25
27491,237,Ireland,IE,,,53.41,-8.24,6574,6286,263,25,09/04/2020,NULL,472,28
27492,237,Ireland,IE,,,53.41,-8.24,8089,7777,287,25,10/04/2020,NULL,1491,24
27493,237,Ireland,IE,,,53.41,-8.24,8928,8583,320,25,11/04/2020,NULL,806,33
27494,237,Ireland,IE,,,53.41,-8.24,9655,9296,334,25,12/04/2020,NULL,713,14
27495,237,Ireland,IE,,,53.41,-8.24,10647,10257,365,25,13/04/2020,NULL,961,31
27496,237,Ireland,IE,,,53.41,-8.24,11479,11048,406,25,14/04/2020,NULL,791,41
27497,237,Ireland,IE,,,53.41,-8.24,12547,12026,444,77,15/04/2020,NULL,978,38
27498,237,Ireland,IE,,,53.41,-8.24,13271,12708,486,77,16/04/2020,NULL,682,42
27499,237,Ireland,IE,,,53.41,-8.24,13980,13373,530,77,17/04/2020,NULL,665,44
27500,237,Ireland,IE,,,53.41,-8.24,14758,14110,571,77,18/04/2020,NULL,737,41
27501,237,Ireland,IE,,,53.41,-8.24,15251,14564,610,77,19/04/2020,NULL,454,39
27502,237,Ireland,IE,,,53.41,-8.24,15652,14888,687,77,20/04/2020,NULL,324,77
27503,237,Ireland,IE,,,53.41,-8.24,16040,6077,730,9233,21/04/2020,NULL,-8811,43
27504,237,Ireland,IE,,,53.41,-8.24,16671,6669,769,9233,22/04/2020,NULL,592,39
27505,237,Ireland,IE,,,53.41,-8.24,17607,7580,794,9233,23/04/2020,NULL,911,25
27506,237,Ireland,IE,,,53.41,-8.24,18184,7937,1014,9233,24/04/2020,NULL,357,220
27507,237,Ireland,IE,,,53.41,-8.24,18561,8265,1063,9233,25/04/2020,NULL,328,49
27508,237,Ireland,IE,,,53.41,-8.24,19262,8942,1087,9233,26/04/2020,NULL,677,24
27509,237,Ireland,IE,,,53.41,-8.24,19648,9313,1102,9233,27/04/2020,NULL,371,15
27510,237,Ireland,IE,,,53.41,-8.24,19877,9485,1159,9233,28/04/2020,NULL,172,57
27511,237,Ireland,IE,,,53.41,-8.24,20253,5677,1190,13386,29/04/2020,NULL,-3808,31
27512,237,Ireland,IE,,,53.41,-8.24,20612,5994,1232,13386,30/04/2020,NULL,317,42
27513,237,Ireland,IE,,,53.41,-8.24,20833,6182,1265,13386,01/05/2020,NULL,188,33
27514,237,Ireland,IE,,,53.41,-8.24,21176,6504,1286,13386,02/05/2020,NULL,322,21
27515,237,Ireland,IE,,,53.41,-8.24,21506,6817,1303,13386,03/05/2020,NULL,313,17
27516,237,Ireland,IE,,,53.41,-8.24,21772,7067,1319,13386,04/05/2020,NULL,250,16
27517,237,Ireland,IE,,,53.41,-8.24,21983,7258,1339,13386,05/05/2020,NULL,191,20
27518,237,Ireland,IE,,,53.41,-8.24,22248,3763,1375,17110,06/05/2020,NULL,-3495,36
27519,237,Ireland,IE,,,53.41,-8.24,22385,3872,1403,17110,07/05/2020,NULL,109,28
27520,237,Ireland,IE,,,53.41,-8.24,22541,4002,1429,17110,08/05/2020,NULL,130,26
27521,237,Ireland,IE,,,53.41,-8.24,22760,4204,1446,17110,09/05/2020,NULL,202,17
27522,237,Ireland,IE,,,53.41,-8.24,22996,4428,1458,17110,10/05/2020,NULL,224,12
27523,237,Ireland,IE,,,53.41,-8.24,23135,4558,1467,17110,11/05/2020,NULL,130,9
27524,237,Ireland,IE,,,53.41,-8.24,23242,4644,1488,17110,12/05/2020,NULL,86,21
27525,237,Ireland,IE,,,53.41,-8.24,23401,2434,1497,19470,13/05/2020,NULL,-2210,9
27526,237,Ireland,IE,,,53.41,-8.24,23827,2851,1506,19470,14/05/2020,NULL,417,9
27527,237,Ireland,IE,,,53.41,-8.24,23956,2968,1518,19470,15/05/2020,NULL,117,12
27528,237,Ireland,IE,,,53.41,-8.24,24048,3045,1533,19470,16/05/2020,NULL,77,15
27529,237,Ireland,IE,,,53.41,-8.24,24112,3099,1543,19470,17/05/2020,NULL,54,10
27530,237,Ireland,IE,,,53.41,-8.24,24200,3183,1547,19470,18/05/2020,NULL,84,4
27531,237,Ireland,IE,,,53.41,-8.24,24251,3220,1561,19470,19/05/2020,NULL,37,14
27532,237,Ireland,IE,,,53.41,-8.24,24315,1684,1571,21060,20/05/2020,NULL,-1536,10
27533,237,Ireland,IE,,,53.41,-8.24,24391,1748,1583,21060,21/05/2020,NULL,64,12
27534,237,Ireland,IE,,,53.41,-8.24,24506,1854,1592,21060,22/05/2020,NULL,106,9
27535,237,Ireland,IE,,,53.41,-8.24,24582,1918,1604,21060,23/05/2020,NULL,64,12
27536,237,Ireland,IE,,,53.41,-8.24,24639,1971,1608,21060,24/05/2020,NULL,53,4
27537,237,Ireland,IE,,,53.41,-8.24,24698,2032,1606,21060,25/05/2020,NULL,61,-2
27538,237,Ireland,IE,,,53.41,-8.24,24735,2060,1615,21060,26/05/2020,NULL,28,9
27539,237,Ireland,IE,,,53.41,-8.24,24803,1083,1631,22089,27/05/2020,NULL,-977,16
27540,237,Ireland,IE,,,53.41,-8.24,24841,1113,1639,22089,28/05/2020,NULL,30,8
27541,237,Ireland,IE,,,53.41,-8.24,24876,1142,1645,22089,29/05/2020,NULL,29,6
27542,237,Ireland,IE,,,53.41,-8.24,24929,1189,1651,22089,30/05/2020,NULL,47,6
27543,237,Ireland,IE,,,53.41,-8.24,24990,1249,1652,22089,31/05/2020,NULL,60,1
27544,237,Ireland,IE,,,53.41,-8.24,25062,1323,1650,22089,01/06/2020,NULL,74,-2
27545,237,Ireland,IE,,,53.41,-8.24,25066,1319,1658,22089,02/06/2020,NULL,-4,8
27546,237,Ireland,IE,,,53.41,-8.24,25111,754,1659,22698,03/06/2020,NULL,-565,1
27547,237,Ireland,IE,,,53.41,-8.24,25142,780,1664,22698,04/06/2020,NULL,26,5
27548,237,Ireland,IE,,,53.41,-8.24,25163,795,1670,22698,05/06/2020,NULL,15,6
27549,237,Ireland,IE,,,53.41,-8.24,25183,807,1678,22698,06/06/2020,NULL,12,8
27550,237,Ireland,IE,,,53.41,-8.24,25201,824,1679,22698,07/06/2020,NULL,17,1
27551,237,Ireland,IE,,,53.41,-8.24,25207,826,1683,22698,08/06/2020,NULL,2,4
27552,237,Ireland,IE,,,53.41,-8.24,25215,826,1691,22698,09/06/2020,NULL,0,8
27553,237,Ireland,IE,,,53.41,-8.24,25231,838,1695,22698,10/06/2020,NULL,12,4
27554,237,Ireland,IE,,,53.41,-8.24,25238,837,1703,22698,11/06/2020,NULL,-1,8
27555,237,Ireland,IE,,,53.41,-8.24,25250,847,1705,22698,12/06/2020,NULL,10,2
27556,237,Ireland,IE,,,53.41,-8.24,25295,892,1705,22698,13/06/2020,NULL,45,0
27557,237,Ireland,IE,,,53.41,-8.24,25303,899,1706,22698,14/06/2020,NULL,7,1
27558,237,Ireland,IE,,,53.41,-8.24,25321,917,1706,22698,15/06/2020,NULL,18,0
27559,237,Ireland,IE,,,53.41,-8.24,25334,927,1709,22698,16/06/2020,NULL,10,3
27560,237,Ireland,IE,,,53.41,-8.24,25341,933,1710,22698,17/06/2020,NULL,6,1
27561,237,Ireland,IE,,,53.41,-8.24,25355,943,1714,22698,18/06/2020,NULL,10,4
